"",Location,Patron Type,Item Type,Age Range,Rule Number,Active,Editable By
255,bemcj,"1-5,10,13,17-21",9999,,7,Y,ALL
256,bemcj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
257,bgmcj,"1-5,10,13,17-21",9999,,7,Y,ALL
258,bgmcj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
259,bmmcj,"1-5,10,13,17-21",9999,,7,Y,ALL
260,bmmcj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
261,bbnfa,"1-3,5,10,13,17-21",9999,,6,Y,ADMIN
262,bbnfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ADMIN
263,bnnfa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
264,bnnfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
265,benfa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
266,benfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
267,bgnfa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
268,bgnfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
269,bmnfa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
270,bmnfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
271,bbnfx,"1-3,5,10,13,17-21",9999,,6,Y,ADMIN
272,bbnfx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ADMIN
273,bmnfx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
274,bmnfx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
275,bnnfx,"1-3,5,10,13,17-21",9999,,6,Y,ADMIN
276,bnnfx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ADMIN
277,bnnfj,"1-5,10,13,17-21",9999,,7,Y,ALL
278,bnnfj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
279,bbfgj,"1-5,10,13,17-21",9999,,7,Y,ADMIN
280,bbfgj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ADMIN
281,bnfgj,"1-5,10,13,17-21",9999,,7,Y,ALL
282,bnfgj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
283,befgj,"1-5,10,13,17-21",9999,,7,Y,ALL
284,befgj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
285,bgfgj,"1-5,10,13,17-21",9999,,7,Y,ALL
286,bgfgj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
287,bmfgj,"1-5,10,13,17-21",9999,,7,Y,ALL
288,bmfgj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
289,bbnfj,"1-5,10,13,17-21",9999,,7,Y,ADMIN
290,bbnfj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ADMIN
291,benfj,"1-5,10,13,17-21",9999,,7,Y,ALL
292,benfj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
293,bgnfj,"1-5,10,13,17-21",9999,,7,Y,ALL
294,bgnfj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
295,bmnfj,"1-5,10,13,17-21",9999,,7,Y,ALL
296,bmnfj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
297,bepra,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,3,Y,ALL
298,bgpra,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,3,Y,ALL
299,bmpra,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,3,Y,ALL
300,beprj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,4,Y,ALL
301,bgprj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,4,Y,ALL
302,bmprj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,4,Y,ALL
303,bbsta,"1-3,5,10,13,17-21",9999,,6,Y,ADMIN
304,bbsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ADMIN
305,bbsta,"1-3,5,6,10,13,17-21","8,9",,2,Y,ADMIN
306,bbsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,65,Y,ADMIN
307,besta,"1-3,5,10,13,17-21",9999,,6,Y,ALL
308,besta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
309,besta,"1-3,5,6,10,13,17-21","8,9",,2,Y,ALL
310,besta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,66,Y,ALL
311,bgsta,"1-3,5,10,13,17-21",9999,,6,Y,ALL
312,bgsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
313,bgsta,"1-3,5,6,10,13,17-21","8,9",,2,Y,ALL
314,bgsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,65,Y,ALL
315,bmsta,"1-3,5,10,13,17-21",9999,,6,Y,ALL
316,bmsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
317,bmsta,"1-3,5,6,10,13,17-21","8,9",,2,Y,ALL
318,bmsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,65,Y,ALL
319,bnsta,"1-3,5,10,13,17-21",9999,,6,Y,ALL
320,bnsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
321,bnsta,"1-3,5,6,10,13,17-21","8,9",,2,Y,ALL
322,bnsta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,65,Y,ALL
323,bbstj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ADMIN
324,bbsfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ADMIN
325,bbspj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ADMIN
326,bmstj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
327,bmsfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
328,bmsej,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
329,bmspj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
330,bespj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
331,besej,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
332,besfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
333,bestj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
334,bgstj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
335,bgsfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
336,bgspj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
337,bgsej,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
338,bnstj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
339,bnsfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
340,bnspj,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
341,bnsej,"1-3,5,10,13,17-21,34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,6,Y,ALL
342,bevmj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,4,Y,ALL
343,bgvmj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,4,Y,ALL
344,bmvmj,6,"7,8,9",,11,Y,ADMIN
345,bmvmj,"1-5,7-8,10,12,13,17-21,34-43,45-46,67-77,80-82,95-100,105-106,108-112,114-119,125-129,131-133,135-137","7,8,9,20",,83,Y,ALL
346,bgbfa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
347,bgbfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
348,bgbsa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
349,bgbsa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
350,bgbsj,"1-5,10,13,17-21",9999,,7,Y,ALL
351,bgbsj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
352,bgbsm,"1-3,5,10,13,17-21",9999,,6,Y,ALL
353,bgbsm,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
354,bbaaa,"1-3,5,10,13,17-21",9999,,6,Y,ADMIN
355,bbaaa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ADMIN
356,bmaaa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
357,bmaaa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
358,bmaaj,"1-5,10,13,17-21",9999,,7,Y,ALL
359,bmaaj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
360,bmaba,"1-3,5,10,13,17-21",9999,,6,Y,ALL
361,bmaba,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
362,bmabj,"1-5,10,13,17-21",9999,,7,Y,ALL
363,bmabj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
364,bmaca,"1-3,5,10,13,17-21",9999,,6,Y,ALL
365,bmaca,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
366,bmacj,"1-5,10,13,17-21",9999,,7,Y,ALL
367,bmacj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
368,bmapa,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,3,Y,ALL
369,bmapj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",3,,4,Y,ALL
370,bmava,"1-3,5,6,10,13,17-21","8,9",,2,y,ALL
371,bmava,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,65,Y,ADMIN
372,bmavj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,4,Y,ALL
373,bmbba,"1-13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,81,Y,ADMIN
374,bmbba,"8,9,12,70",9999,,82,Y,ADMIN
375,bmbfa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
376,bmbfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
377,bmbsa,"1-3,5,10,13,17-21",9999,,6,Y,ALL
378,bmbsa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
379,bmbsj,"1-5,10,13,17-21",9999,,7,Y,ALL
380,bmbsj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
381,bmbsm,"1-3,5,10,13,17-21",9999,,6,Y,ALL
382,bmbsm,"1-3,5,10,13,17-21",9999,,66,Y,ALL
383,bmlca,"1-5,10,13,17-21",9999,,7,Y,ALL
384,bmlca,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,67,Y,ALL
385,bmlta,"1-3,5,10,13,17-21",9999,,110,Y,ALL
386,bmlta,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,111,Y,ALL
387,bmnpj,"1-3,5,10,13,17-21",9999,,6,Y,ALL
388,bmnpj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
389,bmsto,"1-3,5,10,13,17-21",9999,,6,Y,ALL
390,bmsto,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
391,bmvpj,"1-3,5,6,10,13,17-21",9,,2,Y,ALL
392,bmvpj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ALL
393,bbvd*,"1-3,5,6,10,13,17-21",9,,2,Y,ADMIN
394,bbvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ADMIN
395,bnvd*,"1-3,5,6,10,13,17-21",9,,2,Y,ALL
396,bnvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ALL
397,bevd*,"1-3,5,6,10,13,17-21",9,,2,Y,ALL
398,bevd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ADMIN
399,bgvd*,"1-3,5,6,10,13,17-21",9,,2,Y,ALL
400,bgvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ADMIN
401,bmvd*,"1-3,5,6,10,13,17-21",9,,2,Y,ALL
402,bmvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ALL
403,"bmd* ","1-3,5,6,10,13,17-21",9,,2,Y,ADMIN
404,"bmd* ","34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9,,65,Y,ADMIN
405,bbvd*,"1-3,5,10,13,17-21",24,,6,Y,ADMIN
406,bbvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,66,Y,ADMIN
407,bnvd*,"1-3,5,10,13,17-21",24,,6,Y,ALL
408,bnvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,66,Y,ALL
409,bevd*,"1-3,5,10,13,17-21",24,,6,Y,ALL
410,bevd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,66,Y,ADMIN
411,bgvd*,"1-3,5,10,13,17-21",24,,6,Y,ALL
412,bgvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,66,Y,ADMIN
413,bmvd*,"1-3,5,10,13,17-21",24,,6,Y,ALL
414,bmvd*,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,66,Y,ALL
415,"bmd* ","1-3,5,10,13,17-21",24,,6,Y,ADMIN
416,"bmd* ","34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,66,Y,ADMIN
417,"be*  ",14,"0-3,5,7,10-13,19",,10,Y,ALL
418,"bg*  ",14,"0-3,5,7,10-13,19",,10,Y,ALL
419,"bm*  ",14,"0-3,5,7,10-13,19",,10,Y,ALL
420,bev*,14,"8,9",,15,Y,ALL
421,bgv*,14,"8,9",,15,Y,ALL
422,bmv*,14,"8,9",,15,Y,ALL
423,bnr*,9999,9999,,1,Y,ADMIN
424,bbr*,9999,9999,,1,Y,ADMIN
425,ber*,9999,9999,,1,Y,ALL
426,bgr*,9999,9999,,1,Y,ALL
427,"bmr* ",9999,9999,,1,Y,ALL
428,bnr*,6,9999,,11,Y,ADMIN
429,bbr*,6,9999,,11,Y,ADMIN
430,ber*,6,9999,,11,Y,ADMIN
431,bgr*,6,9999,,11,Y,ADMIN
432,bmr*,6,9999,,11,Y,ADMIN
433,bbraj,"1-5,8,10,17-21",19,,7,Y,ADMIN
434,bnraj,"1-5,8,10,17-21",19,,7,Y,ADMIN
435,bgraj,"1-5,8,10,17-21",19,,7,Y,ADMIN
436,beraj,"1-5,8,10,17-21",19,,7,Y,ADMIN
437,bmraj,"1-5,8,10,17-21",19,,7,Y,ADMIN
438,bbraj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",19,,67,Y,ADMIN
439,bnraj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",19,,67,Y,ADMIN
440,bgraj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",19,,67,Y,ADMIN
441,beraj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",19,,67,Y,ADMIN
442,bmraj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",19,,67,Y,ADMIN
443,bmrfa,"1-3,5,6,10,13,17-21","8,9",,2,Y,ADMIN
444,bmrfa,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,65,Y,ADMIN
445,bbrcj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,9,Y,ADMIN
446,bnrcj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,9,Y,ALL
447,bmrcj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,9,Y,ALL
448,bmrlj,"1-5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,7,Y,ALL
449,bmara,"1-3,5,10,13,17-21",9999,,6,Y,ALL
450,bmara,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
451,befcx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
452,befcx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
453,befsx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
454,befsx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
455,befmx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
456,befmx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
457,benfx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
458,benfx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
459,bercj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,9,Y,ADMIN
460,bgfcx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
461,bgfcx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
462,bgfsx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
463,bgfsx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
464,bgfmx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
465,bgfmx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
466,bgnfx,"1-3,5,10,13,17-21",9999,,6,Y,ALL
467,bgnfx,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,66,Y,ALL
468,bgrcj,"1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,9,Y,ADMIN
469,"b*   ","1-3,5,6,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",13,,66,Y,ADMIN
470,bbeqi,"1-10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,125-129,131-133,135-137",13,,118,Y,ADMIN
471,bneqi,"1-10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,125-129,131-133,135-137",13,,118,Y,ADMIN
472,bgeqi,"1-10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,125-129,131-133,135-137",13,,118,Y,ADMIN
473,beeqi,"1-10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,125-129,131-133,135-137",13,,118,Y,ADMIN
474,bmeqi,"1-10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,125-129,131-133,135-137",13,,118,Y,ADMIN
475,bbcba,9999,9999,,1,Y,ADMIN
476,bgcba,9999,9999,,1,Y,ADMIN
477,bmcba,9999,9999,,1,Y,ADMIN
478,becba,9999,9999,,1,Y,ADMIN
479,bncba,9999,9999,,1,Y,ADMIN
480,bbcba,"1-12,17-21",13,,214,Y,ADMIN
481,bmcba,"1-12,17-21",13,,214,Y,ADMIN
482,becba,"1-12,17-21",13,,214,Y,ADMIN
483,bgcba,"1-12,17-21",13,,214,Y,ADMIN
484,bncba,"1-12,17-21",13,,214,Y,ADMIN
485,bbcba,"1-8,10,12,19-21",17,,223,Y,ADMIN
486,bmcba,"1-8,10,12,19-21",17,,223,Y,ADMIN
487,becba,"1-8,10,12,19-21",17,,223,Y,ADMIN
488,bgcba,"1-8,10,12,19-21",17,,223,Y,ADMIN
489,bncba,"1-8,10,12,19-21",17,,223,Y,ADMIN
490,"b*   ","1-3,5,7,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,54,Y,ADMIN
491,"b*   ","4,7-8,12,70",20,,55,Y,ADMIN
