"",Location,Patron Type,Item Type,Age Range,Rule Number,Active,Editable By
799,mdvdj,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,72,Y,mde
800,"md*  ",9999,13,,88,Y,mde
801,"md*  ","70,75",13,,87,Y,mde
802,"md*  ",76,9999,,60,Y,ADMIN
803,"md*  ",77,9999,,61,Y,ADMIN
804,"md*  ",78,9999,,62,Y,ADMIN
805,mdrfj,9999,13,,40,Y,ADMIN
806,mdrfj,"1-4,8,12,17-18,35-36,38,40,45,67,70,75,70,84,96,98,100,105,108,115,125,127,128",13,,211,Y,ADMIN
807,mdcir,9999,9999,,1,Y,ALL
808,mdcir,"67,68",25,,106,Y,ALL
809,mdcir,"70,73,75",25,,107,Y,ADMIN
810,mdcir,"70,75",5,,58,Y,ALL
811,mdcir,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-99,105-106,108-112,114-119,125-129,131-133,135-137",5,,58,Y,ADMIN
812,mdcir,67-68,13,,44,Y,ALL
813,mdcir,"70,73,75",13,,44,Y,ADMIN
814,"md*  ",9999,9999,,40,N,ADMIN
815,"lsi  ",9999,9999,,1,Y,ADMIN
816,lg*,94,9999,,1,Y,ADMIN
817,lg*,94,"0-1,11,19",,128,Y,ADMIN
818,"lg*  ",94,"7,8,9",,130,Y,ADMIN
819,lg*,90-91,9999,,1,Y,ADMIN
820,lgeq*,90-91,9999,,129,Y,ADMIN
821,"lg*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,121,Y,ADMIN
822,lgp1y,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,123,Y,ALL
823,lgbpj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,123,Y,ALL
824,lgbba,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,123,Y,ALL
825,lgbpa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
826,lgvda,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
827,lgmci,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ADMIN
828,lgoda,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
829,lgedj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
830,lgfdj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
831,lgktj,9999,9999,,1,Y,ALL
832,lgktj,"89,92-93,95-99,102,103",9999,,121,Y,ALL
833,lgndj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
834,lgsvj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
835,lgspj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,122,Y,ALL
836,lgprj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,240,Y,ADMIN
837,lgpra,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,166,Y,ALL
838,lgpsa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,166,Y,ALL
839,lgmdy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,139,Y,ALL
840,lgvdy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,139,Y,ALL
841,lgpry,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9999,,166,Y,ALL
842,"lg*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",24,,138,Y,ADMIN
843,"lg*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,89,92-93,95-99,103,105-106,108-112,114-119,125-129,131-133,135-137",9,,139,Y,ADMIN
844,lgldx,9999,9999,,1,Y,ADMIN
845,lgldy,9999,9999,,1,Y,ADMIN
846,lglda,9999,9999,,1,Y,ADMIN
847,lgkpj,9999,9999,,1,Y,ADMIN
848,lgeqa,9999,9999,,1,Y,ADMIN
849,lgcld,9999,9999,,1,Y,ADMIN
850,lgeqp,9999,9999,,1,Y,ADMIN
851,lgtea,9999,9999,,1,Y,ADMIN
852,lgebj,9999,9999,,1,Y,ADMIN
853,lgeba,9999,9999,,1,Y,ADMIN
854,"lg*  ","92-93,102",9999,,231,Y,ADMIN
855,lgldy,"89,95-99,103",9999,,136,Y,ADMIN
856,lgldx,"89,95-99,103",9999,,136,Y,ADMIN
857,lglda,"92,93",9999,,1,Y,ADMIN
858,lglda,"89,95-99,103",9999,,209,Y,ADMIN
859,lgkpj,"89,95-99,103",9999,,136,Y,ADMIN
860,lgeqa,"89,95-99,103",9999,,129,Y,ADMIN
861,lgcld,"89,95-99,103",9999,,129,Y,ADMIN
862,lgeqp,"89,95-99,103",9999,,129,Y,ADMIN
863,lglot,"89,95-99,103",9999,,261,Y,ADMIN
864,lglot,"89,95-99,103",9999,,262,Y,ADMIN
865,lgtea,"89,95-99,103",9999,,125,Y,ADMIN
866,lgtea,"89,95-99,103",25,,195,Y,ADMIN
867,lgebj,"89,95-99,103",9999,,256,Y,ADMIN
868,lgeba,"89,95-99,103",9999,,124,Y,ADMIN
869,lgebj,"89,95-99,103",20,,258,Y,ADMIN
870,lgeba,"89,95-99,103",20,,196,Y,ADMIN
871,lgeka,9999,9999,,1,Y,ADMIN
872,lgeca,9999,9999,,1,Y,ADMIN
873,lgdsd,9999,9999,,1,Y,ADMIN
874,"lg*  ",100,9999,,131,Y,ADMIN
875,lglot,100,9999,,262,Y,ADMIN
876,lgeka,"96,98,100",9999,,121,Y,ADMIN
877,lgeca,"96,97,98,99,100,103",9999,,218,Y,ADMIN
878,lgfpa,9999,9999,,1,Y,ADMIN
879,lgfpa,"96,98,100",5,,167,Y,ADMIN
880,lgrej,999,5,,1,Y,ADMIN
881,lgrej,"96,98,100",5,,136,Y,ADMIN
882,lgaca,9999,9999,,1,Y,ADMIN
883,lgrad,9999,9999,,1,Y,ADMIN
884,lgrmd,9999,9999,,1,Y,ADMIN
885,lgnfd,9999,9999,,1,Y,ADMIN
886,lgprd,9999,9999,,1,Y,ADMIN
887,lgrua,9999,9999,,1,Y,ADMIN
888,lgrba,9999,9999,,1,Y,ADMIN
889,lgrja,9999,9999,,1,Y,ADMIN
890,lgrha,9999,9999,,1,Y,ADMIN
891,lgcsd,9999,9999,,1,Y,ADMIN
892,lgrca,9999,9999,,1,Y,ADMIN
893,lgrca,"96,98,100",9999,,121,Y,ADMIN
894,lgrfj,9999,9999,,1,Y,ADMIN
895,lgrrj,9999,9999,,1,Y,ADMIN
896,lgmci,9999,9999,,1,N,ADMIN
897,lgmmi,9999,9999,,1,Y,ADMIN
898,lgraa,9999,9999,,1,Y,ADMIN
899,lgcra,9999,9999,,1,Y,ADMIN
900,lgrfa,9999,9999,,1,Y,ADMIN
901,lgrra,9999,9999,,1,Y,ADMIN
902,lgp1y,100,9999,,133,Y,ALL
903,lgbpj,100,9999,,133,Y,ALL
904,lgbba,100,9999,,133,Y,ALL
905,lgbpa,100,9999,,132,Y,ALL
906,lgvda,100,9999,,132,Y,ALL
907,lgmci,100,9999,,132,Y,ADMIN
908,lgoda,100,9999,,132,Y,ALL
909,lgedj,100,9999,,132,Y,ALL
910,lgfdj,100,9999,,132,Y,ALL
911,lgktj,100,9999,,132,Y,ALL
912,lgndj,100,9999,,132,Y,ALL
913,lgsvj,100,9999,,132,Y,ALL
914,lgspj,100,9999,,132,Y,ALL
915,lgprj,100,9999,,241,Y,ADMIN
916,lgpra,100,9999,,242,Y,ALL
917,lgpsa,100,9999,,132,Y,ALL
918,lgvdy,100,9999,,132,Y,ALL
919,lgpry,100,9999,,132,Y,ALL
920,lgldy,100,9999,,136,Y,ADMIN
921,lgldx,100,9999,,136,Y,ADMIN
922,lglda,100,9999,,209,Y,ADMIN
923,lgkpj,100,9999,,136,Y,ADMIN
924,lgeqa,100,9999,,129,Y,ADMIN
925,lgcld,100,9999,,129,Y,ADMIN
926,lgeqp,100,9999,,129,Y,ADMIN
927,lgtea,100,9999,,125,Y,ADMIN
928,lgtea,100,25,,195,Y,ADMIN
929,lgeba,100,9999,,134,Y,ADMIN
930,lgeba,100,20,,197,Y,ADMIN
931,lgebj,100,9999,,257,Y,ADMIN
932,lgebj,100,20,,259,Y,ADMIN
933,"lg*  ",100,24,,131,Y,ADMIN
934,"lg*  ",100,9,,132,Y,ADMIN
935,lgchd,9999,9999,,1,Y,ADMIN
936,lgrca,"89,92-100,103",9,,121,Y,ADMIN
937,lgill,"89,92-100,103","0-1,7,10,11,14,15,16,17,19",,229,Y,ALL
938,lgill,"89,92-100,103","2-3,8-9",,230,Y,ALL
939,lgvla,9999,24,,1,Y,ALL
940,lgvla,9999,"23,9",,1,Y,ALL
941,lgvla,100,24,,244,Y,ALL
942,lgvla,100,"23,9",,245,Y,ALL
943,lgvla,"89,92-93,95-99,103",23,,144,Y,ADMIN
944,lgvla,"1-13,17-20,34-43,45-46,67-77,80-82,84-86,89,92-93,95-100,103,105-106,108-112,114-119,125-129,131-133,135-137",24,,143,Y,ALL
945,lgvla,"1-13,17-20,34-43,45-46,67-77,80-82,84-86,89,92-93,95-100,103,105-106,108-112,114-119,125-129,131-133,135-137",9,,144,Y,ALL
946,lgcpa,9999,9999,,1,Y,ADMIN
947,lgcpa,"89,95-100,103",9999,,142,Y,ADMIN
948,lgrga,9999,9999,,1,Y,ADMIN
949,lgrga,"89,95-100,103",9999,,121,Y,ADMIN
950,lgmha,9999,9999,,1,Y,ADMIN
951,lgmha,"89,95-100,103",9999,,215,Y,ADMIN
952,lgeta,9999,9999,,1,Y,ADMIN
953,lgeta,"89,95-100,103",9999,,215,Y,ADMIN
954,"la*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,145,Y,ADMIN
955,"la*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,146,Y,ADMIN
956,lacsa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,117-119,125-129,131-133,135-137",9999,,160,Y,ADMIN
957,lacsa,"105-106,108-110,112,115",9999,,219,Y,ADMIN
958,lawfa,9999,9999,,1,Y,ADMIN
959,lawfa,105,13,,260,Y,ADMIN
960,lamxa,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
961,lagxj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
962,lagxa,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
963,lamaa,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
964,lahcj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,160,Y,ADMIN
965,lalxa,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
966,laegj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
967,lamxj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
968,lamaj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
969,lamay,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
970,larab,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
971,lakaj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,220,Y,ADMIN
972,lapla,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,117-119,125-129,131-133,135-137",9999,,200,Y,ADMIN
973,lapla,"105-106,108-110,112,115",9999,,199,Y,ADMIN
974,lavdj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,146,Y,ADMIN
975,lavda,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,146,Y,ADMIN
976,lavna,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,146,Y,ADMIN
977,lakba,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,149,Y,ADMIN
978,labaj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
979,labbj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
980,labij,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
981,laebj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
982,laecj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
983,laekj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
984,laepj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
985,lafej,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
986,lakcj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
987,laklj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
988,lakpj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
989,lallj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
990,lamcj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
991,lapij,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
992,lassj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
993,lapxj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,150,Y,ADMIN
994,lafpa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
995,lafpj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
996,lafpy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
997,lampa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
998,larpa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
999,laspa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
1000,lawpa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,151,Y,ADMIN
1001,laepa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,152,Y,ADMIN
1002,lapea,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,152,Y,ADMIN
1003,lapey,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,152,Y,ADMIN
1004,lapej,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,152,Y,ADMIN
1005,lappa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,152,Y,ADMIN
1006,lavgy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,160,Y,ADMIN
1007,ladba,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,153,Y,ADMIN
1008,laill,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,153,Y,ADMIN
1009,ladaa,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9,,146,Y,ADMIN
1010,ladla,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9,,146,Y,ADMIN
1011,lanmx,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9,,146,Y,ADMIN
1012,landa,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,147,Y,ADMIN
1013,lalda,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,147,Y,ADMIN
1014,lalda,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9,,148,Y,ADMIN
1015,laldj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9999,,147,Y,ADMIN
1016,laldj,"1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",9,,148,Y,ADMIN
1017,"la*  ","1-13,17-20,34-43,45-46,48,67-77,80-82,84-87,92-93,95-100,105-106,108-110,112,117-119,125-129,131-133,135-137",24,,145,Y,ADMIN
1018,"la*  ",115,9999,,157,Y,ADMIN
1019,lacsa,115,9999,,154,Y,ADMIN
1020,"la*  ",115,9,,158,Y,ADMIN
1021,laexj,115,9999,,163,Y,ADMIN
1022,lalxa,115,9999,,163,Y,ADMIN
1023,larab,115,9999,,163,Y,ADMIN
1024,laegj,115,9999,,163,Y,ADMIN
1025,lamxj,115,9999,,163,Y,ADMIN
1026,lamay,115,9999,,163,Y,ADMIN
1027,lamaj,115,9999,,163,Y,ADMIN
1028,lahcj,115,9999,,163,Y,ADMIN
1029,lamaa,115,9999,,163,Y,ADMIN
1030,lamxa,115,9999,,163,Y,ADMIN
1031,lagxj,115,9999,,163,Y,ADMIN
1032,lagxa,115,9999,,163,Y,ADMIN
1033,lavdj,115,9999,,158,Y,ADMIN
1034,lavda,115,9999,,158,Y,ADMIN
1035,lavna,115,9999,,158,Y,ADMIN
1036,lakba,115,9999,,161,Y,ADMIN
1037,labaj,115,9999,,162,Y,ADMIN
1038,labbj,115,9999,,162,Y,ADMIN
1039,labij,115,9999,,162,Y,ADMIN
1040,laebj,115,9999,,162,Y,ADMIN
1041,laecj,115,9999,,162,Y,ADMIN
1042,laekj,115,9999,,162,Y,ADMIN
1043,laepj,115,9999,,162,Y,ADMIN
1044,lafej,115,9999,,162,Y,ADMIN
1045,lakcj,115,9999,,162,Y,ADMIN
1046,laklj,115,9999,,162,Y,ADMIN
1047,lakpj,115,9999,,162,Y,ADMIN
1048,lallj,115,9999,,162,Y,ADMIN
1049,lamcj,115,9999,,162,Y,ADMIN
1050,lapij,115,9999,,162,Y,ADMIN
1051,lassj,115,9999,,162,Y,ADMIN
1052,lapxj,115,9999,,162,Y,ADMIN
1053,lafpa,115,9999,,163,Y,ADMIN
1054,lafpj,115,9999,,163,Y,ADMIN
1055,lafpy,115,9999,,163,Y,ADMIN
1056,lampa,115,9999,,163,Y,ADMIN
1057,larpa,115,9999,,163,Y,ADMIN
1058,laspa,115,9999,,163,Y,ADMIN
1059,lawpa,115,9999,,163,Y,ADMIN
1060,laepa,115,9999,,164,Y,ADMIN
1061,lapea,115,9999,,164,Y,ADMIN
1062,lapey,115,9999,,164,Y,ADMIN
1063,lapej,115,9999,,164,Y,ADMIN
1064,lappa,115,9999,,164,Y,ADMIN
1065,ladba,115,9999,,165,Y,ADMIN
1066,laill,115,9999,,164,Y,ADMIN
1067,ladaa,115,9,,158,Y,ADMIN
1068,ladla,115,9,,158,Y,ADMIN
1069,lanmx,115,9,,158,Y,ADMIN
1070,lalda,115,9999,,159,Y,ADMIN
1071,landa,115,9999,,159,Y,ADMIN
1072,la*,115,24,,157,Y,ADMIN
1073,lalda,115,9,,160,Y,ADMIN
1074,laldj,115,9999,,159,Y,ADMIN
1075,laldj,115,9,,160,Y,ADMIN
1076,la*,113,9999,,156,Y,ADMIN
1077,la*,"112,114",9999,,155,Y,ADMIN
1078,laice,9999,9999,,263,Y,ADMIN
1079,lacia,9999,9999,,1,Y,ADMIN
1080,lalot,9999,9999,,1,Y,ADMIN
1081,lalot,"105,106,115,116",9999,,160,Y,ADMIN
1082,ladsa,9999,9999,,1,Y,ADMIN
1083,latba,9999,9999,,1,Y,ADMIN
1084,latba,"105,106,108,109,110,114,115",13,,202,Y,ADMIN
1085,laera,9999,9999,,1,Y,ADMIN
1086,laesa,9999,9999,,1,Y,ADMIN
1087,laopa,9999,9999,,1,Y,ADMIN
1088,lapca,9999,"14,15,16",,1,Y,ADMIN
1089,larsa,9999,9999,,1,Y,ADMIN
1090,larfa,9999,9999,,1,Y,ADMIN
1091,laara,9999,9999,,1,Y,ADMIN
1092,"lv*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",9999,,181,Y,ADMIN
1093,"lv*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",1,,179,Y,ADMIN
1094,lv*,129,9999,,173,Y,ADMIN
1095,lv*,138,9999,,1,Y,ADMIN
1096,lvbbj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",9999,,179,Y,ADMIN
1097,lvbsj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",9999,,179,Y,ADMIN
1098,lvenj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",9999,,182,Y,ADMIN
1099,lvnmj,9999,9999,,1,Y,ADMIN
1100,lvnmj,129,9999,,173,Y,ADMIN
1101,lvnmj,"125,131,135,136",9999,,182,Y,ADMIN
1102,lvcfx,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",9999,,182,Y,ADMIN
1103,lvnha,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125,131,135-137",9999,,182,Y,ADMIN
1104,"lv*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137","7,8,9",,185,Y,ADMIN
1105,"lv*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",3,,190,Y,ADMIN
1106,lvlti,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,130-132,134,136,137",13,,1,Y,ADMIN
1107,lvbg*,9999,7,,1,Y,ADMIN
1108,lvbg*,129,7,,173,Y,ADMIN
1109,lvbg*,"125-128,131,135-137",7,,185,Y,ADMIN
1110,lvsca,9999,9999,,1,Y,ADMIN
1111,lvsca,129,9999,,173,Y,ADMIN
1112,lvsca,"125,131,135-136",9999,,181,Y,ADMIN
1113,"lv*  ",127,9999,,168,Y,ADMIN
1114,"lv*  ",127,1,,168,Y,ADMIN
1115,lvlti,9999,9999,,1,Y,ADMIN
1116,lvlti,138,"13,25",,239,Y,ADMIN
1117,lvlti,"125-129,133,135",9999,,239,Y,ADMIN
1118,lvstf,9999,9999,,1,Y,ADMIN
1119,lvstf,"127,129",9999,,236,Y,ADMIN
1120,lvtec,9999,9999,,1,Y,ADMIN
1121,lvtec,138,"13,25",,237,Y,ADMIN
1122,lvtec,"125-129,133,135",9999,,237,Y,ADMIN
