"",Name,Code,Normal Loan Period,Holdable,Bookable,Home Pickup,Shippable,Ship Time,Time Remaining B4 Renew,First Renewal Period,Additional Renewal Period,Max Number Of Renewals,Max Number Of Auto Renewals,Minimum Use,Eligib To Recall,Time Return Recall,Time To Pickup,Max Number Of Odues,Time First Odue,Time Second Odue,Time Third Odue,Time Fourth Odue,Time Fifth Odue,Time Sixth Odue,Text First Odue,Text Second Odue,Text Third Odue,Text Fourth Odue,Text Fifth Odue,Odue Penalty,Text First OdueR,Text Second OdueR,Text Third OdueR,Text Fourth OdueR,Text Fifth OdueR,Courtesy Notice Text Number,Number Of Days Before Odue,Additional Courtesy Notice,Additional Courtesy Notice Text,Time 1ST Odue Recall,Text Recall Notice,Text Pickup Notice,Text Cancel Pickup,Grace Period For Fines,Number Of D/HR 1st F Per,Amount Of Fine 1st F Per,Number Of D/HR 2nd F Per,Amount Of Fine 2ND F Per,Limit Fine To Price,Default Item Cost,Replace Process Fee,Replace Bll Service Charge,Rental Fee,Fine Incr If Recall,Msg Fines,Msg Bill,Msg Adjustment,Rental Circtext,Penalty Incr If Recall,Editable By
100,mde per 7 days 2011,R,7,n,n,n,n,0,6,7,7,2,2,7,0,0,0,4,7,7,7,9,0,0,21,22,46,0,0,0,0,0,0,0,0,42,3,0,0,0,0,45,0,0,100,$0.00,0,$0.00,n,$10.00,$5.00,$0.00,$0.00,$0.00,30,23,25,0,0,ALL
101,bpl eReader,R,21,y,n,y,n,0,0,0,0,0,0,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,0,250,$0.00,0,$0.00,n,$175.00,$25.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
102,lsv eReader,R,21,y,n,y,n,0,0,0,0,0,0,21,999,0,7,3,7,7,7,0,0,0,11,12,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,41,0,0,0,$0.00,0,$0.00,n,$175.00,$25.00,$0.00,$0.00,$0.00,20,13,15,0,0,ALL
103,bpl lucky day DVD,R,7,n,n,n,n,0,0,0,0,0,0,7,999,0,0,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,1,10,$0.00,0,$0.00,n,$20.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
104,bpl early lit kit,R,21,y,n,y,n,0,0,0,0,0,0,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,0,25,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
105,mde ill,R,28,y,n,n,n,0,28,28,28,2,2,60,999,0,7,4,7,7,7,9,0,0,21,22,46,0,0,0,0,0,0,0,0,42,3,0,0,0,0,45,0,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,30,23,25,0,0,ALL
106,"mde eReader ",R,21,y,n,y,n,0,0,0,0,0,0,21,999,0,7,4,7,7,7,9,0,0,21,22,46,0,0,0,0,0,0,0,0,42,3,0,0,0,0,45,0,0,50,$0.00,0,$0.00,n,$175.00,$25.00,$0.00,$0.00,$0.00,4,3,6,0,0,ADMIN
107,mde eReader Staff,R,21,y,n,y,n,0,0,0,0,0,0,21,999,0,7,4,7,7,7,9,0,0,21,22,46,0,0,0,0,0,0,0,0,42,3,0,0,0,0,45,0,0,10,$0.00,0,$0.00,n,$175.00,$25.00,$0.00,$0.00,$0.00,4,3,6,0,0,ADMIN
108,bpl NoBo 21 days,R,21,n,n,n,y,3,21,21,21,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,25,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
109,bpl NoBo 21 days FLC,R,21,n,n,n,n,0,21,21,21,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,25,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
110,bpl NoBo 21 days juv,R,21,n,n,n,y,3,21,21,21,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,0,$0.00,0,$0.00,n,$15.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
111,bpl NoBo 21d juv FLC,R,21,n,n,n,n,0,21,21,21,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,0,$0.00,0,$0.00,n,$15.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
112,bpl NoBo videos/dvds,R,7,n,n,n,y,3,5,7,7,3,3,7,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,50,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
113,bpl NoBo vid/dvd FLC,R,7,n,n,n,n,0,7,7,7,3,3,7,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,50,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
114,bpl 21 days,A,41,n,n,n,n,0,22,53,74,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,41,0,1,15,$0.00,0,$0.00,n,$3.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
115,b 21 days FLC,A,41,n,n,n,n,0,22,53,74,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,25,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
116,bpl nobo no fines 21,R,21,n,n,n,y,3,21,21,21,3,3,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
117,bpl nobo 7 d no fine,R,7,n,n,n,y,3,7,7,7,3,3,7,999,0,7,3,7,7,16,0,0,0,1,2,3,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,1,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
118,bpl eqp in house,H,3,n,n,n,n,0,0,0,0,0,0,0,999,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,10,$0.00,0,$0.00,n,$175.00,$25.00,$0.00,$0.00,$0.00,0,3,6,0,0,ALL
119,bpl 21d hold no renw,R,21,y,n,n,y,0,1,0,0,1,0,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,0,10,$0.00,0,$0.00,n,$75.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
120,bpl 7d hold no renw,R,7,y,n,n,y,0,1,0,0,1,0,21,999,0,7,3,7,7,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,44,0,0,10,$0.00,0,$0.00,n,$75.00,$5.00,$0.00,$0.00,$0.00,4,3,6,0,0,ALL
121,lng 21d 2r 10c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
122,lng 7d 2r 10c,R,7,y,n,n,n,0,8,7,7,2,2,7,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
123,lng 42d 1r 1d,R,42,y,n,n,n,0,43,42,0,1,1,42,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$100.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
124,lng 14d 0r 1d,R,14,y,n,y,n,0,0,0,0,0,0,14,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$100.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
125,lng 14d 0r 3d,R,14,y,n,y,n,0,0,0,0,0,0,14,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,17,$0.00,0,$0.00,n,$150.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
126,lng 1d 0r 10c,R,1,n,n,n,n,0,0,0,0,0,0,1,999,0,0,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.10,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
127,lng 28d 2r 0d,R,28,y,n,y,n,0,29,28,28,2,2,28,999,0,14,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,0,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
128,lng 28d 2r 0d,R,28,n,n,n,n,0,1,28,28,2,2,28,999,0,0,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,$0.00,0,$0.00,n,$75.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
129,lng 4h 0r 0d,H,4,n,n,n,n,0,0,0,0,0,0,4,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,0,$0.00,0,$0.00,n,$50.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
130,lng 14d 2r 0d,R,14,n,n,n,n,0,1,14,14,2,2,14,999,0,0,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,$0.00,0,$0.00,n,$75.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
131,lng 21d 2r 0c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
132,lng 7d 2r 0c,R,7,y,n,n,n,0,8,7,7,2,2,7,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
133,lng 42d 1r 0d,R,42,y,n,n,n,0,43,42,0,1,1,42,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$100.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
134,lng 14d 0r 0d,R,14,y,n,y,n,0,0,0,0,0,0,14,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,17,$0.00,0,$0.00,n,$150.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
135,lng 1d 0r 0c,R,1,n,n,n,n,0,0,0,0,0,0,1,999,0,0,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
136,lng 21d 0r 10c,R,21,n,n,n,n,0,0,0,0,0,0,21,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
137,lng 7d 0r 10c,R,7,n,n,n,n,0,0,0,0,0,0,7,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.10,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
138,lng 21d 2r 50c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
139,lng 7d 2r 50c,R,7,y,n,n,n,0,8,7,7,2,2,7,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
140,lsv special equ 7 d,R,7,y,n,y,n,0,0,0,0,0,0,21,999,0,7,3,7,7,7,0,0,0,11,12,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,41,0,0,20,$1.00,0,$0.00,n,$30.00,$25.00,$0.00,$0.00,$0.00,20,13,15,0,0,ALL
141,lsv Special Equ 21d,R,21,y,n,y,n,0,0,0,0,0,0,21,999,0,7,3,7,7,7,0,0,0,11,12,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,41,0,0,0,$0.00,0,$0.00,n,$175.00,$25.00,$0.00,$0.00,$0.00,20,13,15,0,0,ALL
142,lng 7d 0r 1d,R,7,n,n,n,n,0,0,0,0,0,0,7,999,0,7,2,1,1,0,0,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
143,lng 21d 0r 50c,R,21,n,n,n,n,0,0,0,0,0,0,21,999,0,0,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
144,lng 7d 0r 50c,R,7,n,n,n,n,0,0,0,0,0,0,7,999,0,0,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,10,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
145,laf 21d 2r 0c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
146,laf 7d 2r 0c 10max,R,7,y,n,n,n,0,7,7,7,2,2,7,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
147,laf 21d 0r,R,21,n,n,n,n,0,0,21,21,0,0,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
148,laf 21d 0r 0c,R,21,n,n,n,n,0,0,21,21,0,0,7,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
149,laf 56d 1r 0d,R,56,y,n,n,n,0,57,21,21,1,1,56,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,10,$0.00,0,$0.00,n,$150.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
150,laf 21d 2r 0c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,200,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
151,laf 21d 2r 0c 10rep,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$10.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
152,laf 21d 2r 0c 6rep,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$6.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
153,"laf 21d 2r 0c 50r ",R,21,n,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,40,$0.00,0,$0.00,n,$50.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
154,laf 21d 0r 0d,R,21,y,n,y,n,0,0,7,7,0,0,7,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,10,$0.00,0,$0.00,n,$70.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
155,laf 42d 2r 0c,R,42,y,n,n,n,0,43,42,42,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
156,laf 28d 2r 0c,R,28,y,n,n,n,0,1,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
157,laf 21d 2r 0c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
158,laf 7d 2r 0c,R,7,y,n,n,n,0,7,7,7,2,2,7,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
159,laf 21d 0r 0c,R,21,n,n,n,n,0,0,21,21,0,0,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
160,laf 7d 0r 0c,R,7,n,n,n,n,0,0,7,7,0,0,7,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
161,laf 56d 2r 0c,R,56,y,n,n,n,0,57,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$150.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
162,laf 21d 2r 0c,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
163,laf 21d 2r 0c 10rep,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$10.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
164,laf 21d 2r 0c 6rep,R,21,y,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$6.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
165,"laf 21d 2r 0c 50r ",R,21,n,n,n,n,0,22,21,21,2,2,21,999,0,7,3,3,11,16,0,0,0,59,60,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,58,0,0,0,$0.00,0,$0.00,n,$50.00,$0.00,$0.00,$0.00,$0.00,0,61,0,0,0,ALL
166,lng 7d 2r 10c,R,7,y,n,n,n,0,8,7,7,2,2,7,999,0,7,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$3.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
167,lng 7d 2r 10c,R,7,y,n,y,n,0,8,7,7,2,2,7,999,0,3,4,8,14,14,14,0,0,52,53,54,0,0,0,0,0,0,0,0,57,3,0,0,0,0,51,0,0,50,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,0,55,0,0,0,ALL
168,lov 21d 3r 0c staff,R,21,y,n,n,n,0,20,21,21,3,3,21,999,0,7,1,60,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
169,lov 14d 3r 0c staff,R,14,y,n,n,n,0,13,14,14,3,3,14,999,0,7,1,60,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
170,lov 7d 3r 0c staff,R,7,y,n,n,n,0,6,7,7,3,3,7,999,0,7,1,60,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
171,lov 2d 3r 0c staff,R,2,y,n,n,n,0,1,0,0,0,0,2,999,0,7,1,30,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
172,lov 28d 2r 0c homeb,R,28,y,n,n,n,0,21,28,28,2,2,28,999,0,7,2,14,30,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
173,lov 42d 0r 0c intern,R,42,y,n,n,n,0,0,0,0,0,0,42,999,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
174,lov 42d 0r 0c ill-b,R,42,y,n,n,n,0,3,0,0,0,0,35,999,0,7,4,7,7,7,9,0,0,69,90,71,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,50,$0.00,0,$0.00,n,$75.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
175,lov ref 1d 0r 1d,N,1,n,n,n,n,0,0,0,0,0,0,0,999,0,0,4,7,7,7,9,0,0,64,65,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,10,$0.00,0,$0.00,n,$100.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
176,"lov 21d 3r 0c ",R,21,y,n,n,n,0,20,21,21,3,3,21,999,0,7,4,7,7,7,9,0,0,64,65,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
177,"lov 14d 0r 0c ",R,14,y,n,n,n,0,13,0,0,0,0,14,999,0,7,4,7,7,7,9,0,0,64,65,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
178,"lov 7d 3r 0c ",R,7,y,n,n,n,0,6,7,7,3,3,7,999,0,7,4,7,7,7,9,0,0,64,65,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
179,"lov 21d 3r 35c ",R,21,y,n,n,n,0,20,21,21,3,3,21,999,0,7,4,7,7,7,9,0,0,64,65,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,35,$0.00,0,$0.00,n,$7.00,$0.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
180,lov 35d 0r 0c ill-l,R,35,y,n,n,n,0,0,0,0,0,0,35,999,0,7,4,7,7,7,9,0,0,69,70,71,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,0,$0.00,0,$0.00,n,$25.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
181,"lov 21d 3r 20c ",R,21,y,n,n,n,0,20,21,21,3,3,21,999,0,7,4,7,7,7,9,0,0,75,64,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,50,$0.00,0,$0.00,n,$25.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
182,"lov 14d 3r 20c ",R,14,y,n,n,n,0,13,14,14,3,3,14,999,0,7,4,7,7,7,9,0,0,75,64,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,50,$0.00,0,$0.00,n,$25.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
183,lov 14d 0r 20c 0h,R,14,n,n,n,n,0,0,0,0,0,0,14,999,0,7,4,7,7,7,9,0,0,75,64,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,50,$0.00,0,$0.00,y,$25.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
184,lov 42d 1r 20c teach,R,42,y,n,n,n,0,20,7,0,1,1,42,999,0,7,4,7,7,7,9,0,0,64,65,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,50,$0.00,0,$0.00,n,$25.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
185,"lov 7d 3r 20c ",R,7,y,n,n,n,0,6,7,7,3,3,7,999,0,7,4,7,7,7,9,0,0,75,64,65,0,0,0,0,0,0,0,0,67,3,0,0,0,0,68,0,0,50,$0.00,0,$0.00,n,$25.00,$10.00,$0.00,$0.00,$0.00,0,66,0,0,0,ALL
